ROWID,fir_rowid,ipc_rowid
2076,1261,21
2077,1262,24
2078,1263,26
2079,1263,21
2080,1264,22
2081,1265,12
2082,1265,21
2083,1266,18
2084,1266,11
2085,1267,29
2086,1268,28
2087,1269,29
2088,1270,16
2089,1271,18
2090,1271,11
2091,1271,17
2092,1272,10
2093,1273,10
2094,1274,10
2095,1275,4
2096,1275,5
2097,1275,21
2098,1276,8
2099,1277,16
2100,1277,14
2101,1278,6
2102,1278,21
2103,1279,26
2104,1280,28
2105,1281,16
2106,1282,4
2107,1282,5
2108,1283,24
2109,1284,16
2110,1284,27
2111,1285,26
2112,1286,10
2113,1286,21
2114,1287,10
2115,1288,4
2116,1288,21
2117,1289,28
2118,1290,4
2119,1290,20
2120,1291,16
2121,1291,14
2122,1291,27
2123,1292,22
2124,1292,21
2125,1293,4
2126,1293,5
2127,1293,21
2128,1294,16
2129,1294,14
2130,1295,16
2131,1296,18
2132,1296,11
2133,1296,17
2134,1297,18
2135,1297,11
2136,1298,18
2137,1298,11
2138,1299,10
2139,1300,26
2140,1301,19
2141,1301,20
2142,1301,21
2143,1302,2
2144,1302,5
2145,1303,4
2146,1304,6
2147,1304,21
2148,1305,24
2149,1306,16
2150,1306,27
2151,1307,7
2152,1307,21
2153,1308,16
2154,1308,14
2155,1308,15
2156,1309,22
2157,1310,16
2158,1310,27
2159,1311,10
2160,1312,4
2161,1312,21
2162,1313,8
2163,1313,21
2164,1314,10
2165,1314,12
2166,1315,10
2167,1316,16
2168,1317,16
2169,1318,29
2170,1319,10
2171,1320,8
2172,1321,7
2173,1322,26
2174,1322,16
2175,1323,1
2176,1324,10
2177,1325,24
2178,1325,25
2179,1326,18
2180,1326,11
2181,1326,17
2182,1327,10
2183,1328,24
2184,1329,7
2185,1330,4
2186,1330,5
2187,1331,22
2188,1332,26
2189,1333,1
2190,1334,26
2191,1335,10
2192,1336,7
2193,1337,24
2194,1338,1
2195,1338,21
2196,1339,19
2197,1340,2
2198,1340,5
2199,1341,6
2200,1341,20
2201,1341,21
2202,1342,26
2203,1342,21
2204,1343,19
2205,1343,21
2206,1344,10
2207,1345,8
2208,1346,10
2209,1347,8
2210,1348,26
2211,1348,20
2212,1348,21
2213,1349,4
2214,1349,5
2215,1350,1
2216,1350,21
2217,1351,18
2218,1351,11
2219,1351,17
2220,1352,22
2221,1353,4
2222,1353,5
2223,1353,20
2224,1354,10
2225,1355,4
2226,1355,20
2227,1355,21
2228,1356,10
2229,1356,21
2230,1357,16
2231,1357,27
2232,1358,10
2233,1359,16
2234,1359,27
2235,1360,18
2236,1360,11
2237,1361,16
2238,1362,16
2239,1362,14
2240,1363,18
2241,1363,11
2242,1363,17
2243,1364,29
2244,1365,12
2245,1365,21
2246,1366,6
2247,1367,29
2248,1368,24
2249,1369,4
2250,1369,5
2251,1369,21
2252,1370,10
2253,1371,16
2254,1371,14
2255,1372,4
2256,1372,5
2257,1372,21
2258,1373,18
2259,1373,11
2260,1374,18
2261,1374,11
2262,1375,22
2263,1376,10
2264,1376,21
2265,1377,4
2266,1377,20
2267,1377,21
2268,1378,18
2269,1378,11
2270,1378,17
2271,1379,19
2272,1380,10
2273,1381,19
2274,1382,8
2275,1382,21
2276,1383,24
2277,1384,4
2278,1384,21
2279,1385,18
2280,1385,11
2281,1386,4
2282,1386,5
2283,1386,21
2284,1387,22
2285,1388,22
2286,1389,10
2287,1390,22
2288,1390,21
2289,1391,4
2290,1392,22
2291,1393,26
2292,1393,20
2293,1393,21
2294,1394,26
2295,1395,26
2296,1396,10
2297,1396,12
2298,1396,21
2299,1397,16
2300,1398,10
2301,1399,10
2302,1399,12
2303,1400,7
2304,1401,10
2305,1402,6
2306,1402,21
2307,1403,18
2308,1403,11
2309,1404,18
2310,1404,11
2311,1405,19
2312,1405,20
2313,1406,4
2314,1407,16
2315,1408,10
2316,1409,24
2317,1410,10
2318,1411,16
2319,1411,27
2320,1412,6
2321,1413,8
2322,1413,21
2323,1414,22
2324,1414,21
2325,1415,26
2326,1415,16
2327,1416,6
2328,1416,20
2329,1416,21
2330,1417,22
2331,1418,7
2332,1418,21
2333,1419,16
2334,1419,14
2335,1419,27
2336,1420,29
2337,1421,10
2338,1422,16
2339,1423,28
2340,1424,19
2341,1425,19
2342,1425,21
2343,1426,16
2344,1427,10
2345,1428,16
2346,1428,14
2347,1429,4
2348,1429,21
2349,1430,19
2350,1430,20
2351,1430,21
2352,1431,19
2353,1432,4
2354,1433,26
2355,1434,7
2356,1434,21
2357,1435,12
2358,1435,21
2359,1436,8
2360,1436,21
2361,1437,24
2362,1438,10
2363,1439,1
2364,1440,10
2365,1440,21
2366,1441,2
2367,1442,24
2368,1443,18
2369,1443,11
2370,1444,28
2371,1445,16
2372,1446,10
2373,1447,16
2374,1447,14
2375,1447,15
2376,1448,7
2377,1449,16
2378,1449,14
2379,1450,19
2380,1451,6
2381,1451,20
2382,1452,10
2383,1453,19
2384,1453,21
2385,1454,22
2386,1455,16
2387,1455,27
2388,1456,2
2389,1456,5
2390,1457,8
2391,1458,16
2392,1458,14
2393,1458,15
2394,1459,23
2395,1459,22
2396,1460,6
2397,1460,21
2398,1461,4
2399,1461,20
2400,1462,10
2401,1463,22
2402,1463,21
2403,1464,10
2404,1465,24
2405,1466,24
2406,1467,19
2407,1467,21
2408,1468,18
2409,1468,11
2410,1469,10
2411,1470,16
2412,1470,27
2413,1470,26
2414,1471,19
2415,1471,20
2416,1471,21
2417,1472,10
2418,1473,24
2419,1474,19
2420,1475,10
2421,1476,6
2422,1476,20
2423,1477,24
2424,1477,25
2425,1478,16
2426,1478,27
2427,1479,29
2428,1480,26
2429,1480,21
2430,1481,29
2431,1482,10
2432,1483,4
2433,1483,5
2434,1484,24
2435,1485,28
2436,1486,29
2437,1487,10
2438,1488,16
2439,1488,27
2440,1488,26
2441,1489,4
2442,1489,5
2443,1489,20
2444,1490,1
2445,1491,8
2446,1492,4
2447,1492,5
2448,1492,20
2449,1493,10
2450,1494,10
2451,1495,10
2452,1496,26
2453,1496,21
2454,1497,2
2455,1497,5
2456,1497,21
2457,1498,19
2458,1499,10
2459,1500,24
2460,1500,25
2461,1501,1
2462,1502,4
2463,1502,20
2464,1503,16
2465,1503,14
2466,1504,1
2467,1505,8
2468,1505,21
2469,1506,12
2470,1506,21
2471,1507,16
2472,1507,27
2473,1508,16
2474,1508,27
2475,1509,16
2476,1509,14
2477,1510,12
2478,1511,4
2479,1512,16
2480,1513,10
2481,1514,10
2482,1514,21
2483,1515,28
2484,1516,16
2485,1516,14
2486,1516,27
2487,1517,23
2488,1517,22
2489,1518,10
2490,1518,12
2491,1518,21
2492,1519,28
2493,1520,4
2494,1521,16
2495,1521,27
2496,1522,19
2497,1523,28
2498,1524,23
2499,1524,4
2500,1525,10
2501,1526,18
2502,1526,11
2503,1527,18
2504,1527,11
2505,1528,10
2506,1529,4
2507,1529,5
2508,1530,6
2509,1531,4
2510,1532,7
2511,1533,23
2512,1534,10
2513,1535,16
2514,1535,27
2515,1536,6
2516,1536,21
2517,1537,8
2518,1538,16
2519,1538,14
2520,1539,8
2521,1539,21
2522,1540,4
2523,1540,20
2524,1541,18
2525,1541,11
2526,1541,17
2527,1542,24
2528,1543,28
2529,1544,4
2530,1545,18
2531,1545,11
2532,1545,17
2533,1546,4
2534,1546,5
2535,1546,20
2536,1547,16
2537,1547,14
2538,1547,15
2539,1548,4
2540,1548,20
2541,1549,26
2542,1550,10
2543,1550,12
2544,1551,10
2545,1552,6
2546,1552,21
2547,1553,10
2548,1554,24
2549,1555,24
2550,1555,25
2551,1556,22
2552,1557,4
2553,1557,20
2554,1557,21
2555,1558,4
2556,1559,10
2557,1559,12
2558,1559,21
2559,1560,28
2560,1561,10
2561,1562,18
2562,1562,11
2563,1562,17
2564,1563,4
2565,1564,8
2566,1565,18
2567,1565,11
2568,1565,17
2569,1566,16
2570,1567,10
2571,1568,28
2572,1569,10
2573,1569,21
2574,1570,10
2575,1571,22
2576,1571,21
2577,1572,28
2578,1573,16
2579,1573,14
2580,1573,15
2581,1574,10
2582,1574,12
2583,1574,21
2584,1575,10
2585,1576,16
2586,1576,27
2587,1576,26
2588,1577,19
2589,1577,21
2590,1578,26
2591,1579,4
2592,1579,20
2593,1579,21
2594,1580,28
2595,1581,24
2596,1582,10
2597,1582,12
2598,1582,21
2599,1583,4
2600,1584,4
2601,1584,5
2602,1584,20
2603,1585,4
2604,1586,16
2605,1586,27
2606,1586,26
2607,1587,16
2608,1587,14
2609,1587,27
2610,1588,2
2611,1589,1
2612,1589,21
2613,1590,19
2614,1590,20
2615,1591,4
2616,1591,5
2617,1592,24
2618,1593,6
2619,1593,21
2620,1594,28
2621,1595,16
2622,1595,27
2623,1595,26
2624,1596,22
2625,1597,6
2626,1597,20
2627,1598,8
2628,1599,12
2629,1600,19
2630,1600,20
2631,1601,12
2632,1601,13
2633,1602,7
2634,1602,21
2635,1603,28
2636,1604,10
2637,1605,16
2638,1606,10
2639,1606,12
2640,1607,4
2641,1607,20
2642,1608,4
2643,1608,21
2644,1609,6
2645,1609,20
2646,1609,21
2647,1610,18
2648,1610,11
2649,1610,17
2650,1611,19
2651,1612,16
2652,1612,14
2653,1613,6
2654,1614,6
2655,1615,10
2656,1615,21
2657,1616,10
2658,1617,16
2659,1617,27
2660,1618,16
2661,1619,10
2662,1619,12
2663,1619,21
2664,1620,16
2665,1620,14
2666,1621,24
2667,1621,25
2668,1622,28
2669,1623,24
2670,1624,16
2671,1625,16
2672,1625,14
2673,1626,26
2674,1627,24
2675,1627,25
2676,1628,16
2677,1629,16
2678,1629,14
2679,1630,16
2680,1631,23
2681,1631,4
2682,1632,8
2683,1632,21
2684,1633,28
2685,1634,16
2686,1635,24
2687,1636,18
2688,1636,11
2689,1637,16
2690,1638,2
2691,1638,5
2692,1638,21
2693,1639,7
2694,1639,21
2695,1640,28
2696,1641,10
2697,1642,10
2698,1643,28
2699,1644,19
2700,1644,20
2701,1644,21
2702,1645,8
2703,1646,18
2704,1646,11
2705,1647,10
2706,1648,10
2707,1648,21
2708,1649,16
2709,1649,14
2710,1650,10
2711,1651,12
2712,1651,13
2713,1651,21
2714,1652,28
2715,1653,6
2716,1653,20
2717,1653,21
2718,1654,4
2719,1654,20
2720,1655,4
2721,1655,20
2722,1655,21
2723,1656,4
2724,1656,5
2725,1657,18
2726,1657,11
2727,1658,22
2728,1659,16
2729,1660,24
2730,1661,24
2731,1662,16
2732,1663,10
2733,1664,6
2734,1664,21
2735,1665,10
2736,1665,21
2737,1666,16
2738,1666,27
2739,1667,8
2740,1667,21
2741,1668,16
2742,1668,14
2743,1669,16
2744,1670,4
2745,1670,5
2746,1670,21
2747,1671,16
2748,1671,15
2749,1671,27
2750,1672,7
2751,1673,24
2752,1674,4
2753,1674,5
2754,1674,20
2755,1675,16
2756,1676,28
2757,1677,18
2758,1677,11
2759,1677,17
2760,1678,7
2761,1679,16
2762,1679,27
2763,1680,19
2764,1680,21
2765,1681,16
2766,1681,27
2767,1682,19
2768,1682,21
2769,1683,10
2770,1684,18
2771,1684,11
2772,1685,7
2773,1685,21
2774,1686,24
2775,1686,25
2776,1687,1
2777,1688,4
2778,1688,5
2779,1689,10
2780,1690,10
2781,1691,26
2782,1692,10
2783,1693,18
2784,1693,11
2785,1694,16
2786,1695,1
2787,1695,21
2788,1696,10
2789,1697,16
2790,1697,27
2791,1698,28
2792,1699,16
2793,1699,14
2794,1699,27
2795,1700,10
2796,1701,10
2797,1701,12
2798,1701,21
2799,1702,4
2800,1702,5
2801,1703,16
2802,1703,14
2803,1704,18
2804,1704,11
2805,1705,4
2806,1706,10
2807,1706,21
2808,1707,28
2809,1708,8
2810,1709,4
2811,1710,24
2812,1711,16
2813,1712,4
2814,1712,5
2815,1712,20
2816,1713,24
2817,1714,16
2818,1715,10
2819,1716,16
2820,1716,27
2821,1717,22
2822,1718,26
2823,1718,21
2824,1719,16
2825,1720,23
2826,1720,22
2827,1721,7
2828,1722,16
2829,1722,14
2830,1723,10
2831,1723,12
2832,1723,21
2833,1724,16
2834,1724,27
2835,1725,10
2836,1725,12
2837,1725,21
2838,1726,6
2839,1726,20
2840,1727,6
2841,1727,20
2842,1728,6
2843,1728,20
2844,1729,10
2845,1730,18
2846,1730,11
2847,1731,10
2848,1731,12
2849,1732,16
2850,1732,27
2851,1733,26
2852,1733,21
2853,1734,16
2854,1735,16
2855,1735,27
2856,1736,18
2857,1736,11
2858,1736,17
2859,1737,10
2860,1738,1
2861,1739,24
2862,1740,4
2863,1740,5
2864,1740,20
2865,1741,28
2866,1742,1
2867,1743,28
2868,1744,16
2869,1744,14
2870,1745,16
2871,1746,19
2872,1747,23
2873,1747,4
2874,1748,24
2875,1749,10
2876,1750,8
2877,1751,8
2878,1752,1
2879,1753,16
2880,1753,27
2881,1754,16
2882,1754,14
2883,1755,6
2884,1756,26
2885,1757,6
2886,1758,2
2887,1759,24
2888,1760,2
2889,1760,5
2890,1760,21
2891,1761,16
2892,1761,27
2893,1762,16
2894,1762,14
2895,1763,26
2896,1764,1
2897,1765,28
2898,1766,16
2899,1766,27
2900,1767,16
2901,1767,14
2902,1767,15
2903,1768,4
2904,1768,20
2905,1768,21
2906,1769,2
2907,1769,5
2908,1770,10
2909,1770,12
2910,1770,21
2911,1771,29
2912,1772,7
2913,1773,16
2914,1774,28
2915,1775,19
2916,1776,10
2917,1777,10
2918,1778,1
2919,1778,21
2920,1779,4
2921,1780,26
2922,1781,10
2923,1782,16
2924,1782,14
2925,1782,15
2926,1783,24
2927,1784,28
2928,1785,16
2929,1786,10
2930,1787,24
2931,1788,1
2932,1789,7
2933,1790,16
2934,1790,27
2935,1791,10
2936,1792,26
2937,1792,20
2938,1793,6
2939,1794,24
2940,1795,10
2941,1796,10
2942,1796,12
2943,1797,18
2944,1797,11
2945,1798,24
2946,1799,24
2947,1800,28
2948,1801,10
2949,1802,26
2950,1802,20
2951,1803,16
2952,1803,15
2953,1803,27
2954,1804,16
2955,1804,27
2956,1804,26
2957,1805,26
2958,1805,21
2959,1806,10
2960,1807,19
2961,1807,20
2962,1807,21
2963,1808,4
2964,1808,5
2965,1808,20
2966,1809,16
2967,1809,14
2968,1810,18
2969,1810,11
2970,1811,16
2971,1812,16
2972,1812,27
2973,1813,4
2974,1813,5
2975,1813,20
2976,1814,19
2977,1815,4
2978,1815,5
2979,1815,20
2980,1816,4
2981,1817,16
2982,1818,4
2983,1818,21
2984,1819,24
2985,1819,25
2986,1820,16
2987,1820,27
2988,1821,4
2989,1822,6
2990,1822,20
2991,1823,28
2992,1824,16
2993,1825,10
2994,1826,10
2995,1826,12
2996,1826,21
2997,1827,26
2998,1828,24
2999,1829,16
3000,1829,27
3001,1829,26
3002,1830,24
3003,1831,16
3004,1831,27
3005,1832,7
3006,1833,16
3007,1834,29
3008,1835,26
3009,1835,20
3010,1836,4
3011,1836,20
3012,1836,21
3013,1837,12
3014,1838,16
3015,1839,24
3016,1839,25
3017,1840,22
3018,1841,29
3019,1842,23
3020,1842,22
3021,1843,6
3022,1843,20
3023,1844,26
3024,1844,16
3025,1845,10
3026,1846,7
3027,1847,16
3028,1847,14
3029,1847,15
3030,1848,26
3031,1849,6
3032,1849,21
3033,1850,28
3034,1851,19
3035,1851,20
3036,1852,24
3037,1853,16
3038,1853,14
3039,1853,27
3040,1854,29
3041,1855,4
3042,1855,21
3043,1856,10
3044,1857,16
3045,1857,27
3046,1858,4
3047,1858,21
3048,1859,16
3049,1859,27
3050,1860,28
3051,1861,4
3052,1861,5
3053,1862,10
3054,1863,16
3055,1864,8
3056,1865,1
3057,1866,10
3058,1866,12
3059,1867,10
3060,1868,16
3061,1868,27
3062,1868,26
3063,1869,19
3064,1869,20
3065,1869,21
3066,1870,22
3067,1870,21
3068,1871,16
3069,1871,27
3070,1872,26
3071,1873,10
3072,1874,16
3073,1874,27
3074,1874,26
3075,1875,16
3076,1876,16
3077,1877,26
3078,1878,28
3079,1879,24
3080,1880,4
3081,1880,20
3082,1881,4
3083,1881,21
3084,1882,6
3085,1882,21
3086,1883,16
3087,1883,27
3088,1883,26
3089,1884,18
3090,1884,11
3091,1885,10
3092,1886,10
3093,1886,12
3094,1887,28
3095,1888,10
3096,1889,8
3097,1889,21
3098,1890,10
3099,1890,12
3100,1891,10
3101,1891,12
3102,1891,21
3103,1892,10
3104,1892,12
3105,1893,4
3106,1893,21
3107,1894,6
3108,1894,21
3109,1895,10
3110,1896,26
3111,1896,20
3112,1897,16
3113,1898,24
3114,1899,24
3115,1900,28
3116,1901,4
3117,1901,20
3118,1901,21
3119,1902,29
3120,1903,26
3121,1903,21
3122,1904,18
3123,1904,11
3124,1905,26
3125,1905,20
3126,1905,21
3127,1906,22
3128,1906,21
3129,1907,2
3130,1907,21
3131,1908,29
3132,1909,16
3133,1910,10
3134,1911,4
3135,1911,20
3136,1912,16
3137,1912,27
3138,1912,26
3139,1913,18
3140,1913,11
3141,1914,7
3142,1914,21
3143,1915,19
3144,1915,20
3145,1916,4
3146,1916,20
3147,1917,28
3148,1918,7
3149,1918,21
3150,1919,10
3151,1920,6
3152,1920,21
3153,1921,24
3154,1922,2
3155,1922,5
3156,1923,4
3157,1923,21
3158,1924,16
3159,1924,27
3160,1925,16
3161,1925,14
3162,1926,19
3163,1926,20
3164,1927,16
3165,1927,15
3166,1928,1
3167,1928,21
3168,1929,16
3169,1929,27
3170,1929,26
3171,1930,4
3172,1930,5
3173,1930,20
3174,1931,12
3175,1932,16
3176,1932,14
3177,1933,8
3178,1933,21
3179,1934,16
3180,1935,10
3181,1936,10
3182,1937,24
3183,1937,25
3184,1938,28
3185,1939,10
3186,1939,12
3187,1939,21
3188,1940,24
3189,1941,19
3190,1942,26
3191,1942,16
3192,1943,26
3193,1943,21
3194,1944,18
3195,1944,11
3196,1944,17
3197,1945,16
3198,1945,14
3199,1946,26
3200,1946,20
3201,1947,18
3202,1947,11
3203,1948,28
3204,1949,28
3205,1950,28
3206,1951,10
3207,1952,16
3208,1952,27
3209,1953,26
3210,1954,2
3211,1954,5
3212,1954,21
3213,1955,4
3214,1955,21
3215,1956,1
3216,1957,16
3217,1957,27
3218,1958,19
3219,1958,20
3220,1958,21
3221,1959,18
3222,1959,11
3223,1960,4
3224,1960,5
3225,1960,20
3226,1961,19
3227,1961,20
3228,1962,16
3229,1962,27
3230,1962,26
3231,1963,16
3232,1963,27
3233,1964,26
3234,1965,4
3235,1965,20
3236,1966,10
3237,1967,19
3238,1967,20
3239,1968,24
3240,1969,16
3241,1970,16
3242,1970,14
3243,1970,27
3244,1971,18
3245,1971,11
3246,1971,17
3247,1972,28
3248,1973,2
3249,1973,5
3250,1974,28
3251,1975,4
3252,1975,5
3253,1976,26
3254,1977,1
3255,1978,10
3256,1978,21
3257,1979,16
3258,1979,14
3259,1980,24
3260,1981,16
3261,1981,27
3262,1981,26
3263,1982,28
3264,1983,24
3265,1984,26
3266,1985,19
3267,1985,21
3268,1986,28
3269,1987,29
3270,1988,19
3271,1989,4
3272,1990,24
3273,1991,16
3274,1991,14
3275,1992,10
3276,1993,26
3277,1993,20
3278,1994,10
3279,1994,21
3280,1995,16
3281,1995,14
3282,1996,16
3283,1996,27
3284,1997,7
3285,1998,28
3286,1999,19
3287,1999,21
3288,2000,28
3289,2001,18
3290,2001,11
3291,2002,2
3292,2002,5
3293,2003,10
3294,2004,18
3295,2004,11
3296,2005,10
3297,2006,26
3298,2006,20
3299,2006,21
3300,2007,16
3301,2007,27
3302,2008,19
3303,2008,20
3304,2009,16
3305,2009,27
3306,2009,26
3307,2010,26
3308,2011,10
3309,2012,29
3310,2013,18
3311,2013,11
3312,2014,10
3313,2014,12
3314,2015,16
3315,2015,14
3316,2016,16
3317,2016,27
3318,2017,10
3319,2018,10
3320,2019,26
3321,2019,20
3322,2020,16
3323,2020,27
3324,2021,16
3325,2021,14
3326,2022,2
3327,2023,16
3328,2023,27
3329,2024,16
3330,2024,27
3331,2025,29
3332,2026,19
3333,2026,20
3334,2026,21
3335,2027,24
3336,2028,24
3337,2029,26
3338,2029,16
3339,2030,8
3340,2031,16
3341,2031,14
3342,2032,16
3343,2032,14
3344,2033,19
3345,2034,28
3346,2035,23
3347,2035,4
3348,2036,28
3349,2037,26
3350,2037,20
3351,2038,18
3352,2038,11
3353,2039,10
3354,2040,16
3355,2041,10
3356,2041,12
3357,2041,21
3358,2042,4
3359,2042,5
3360,2042,21
3361,2043,16
3362,2044,4
3363,2045,18
3364,2045,11
3365,2046,24
3366,2046,25
3367,2047,10
3368,2048,16
3369,2048,27
3370,2049,18
3371,2049,11
3372,2049,17
3373,2050,29
3374,2051,28
3375,2052,10
3376,2053,4
3377,2053,20
3378,2053,21
3379,2054,4
3380,2054,5
3381,2055,18
3382,2055,11
3383,2056,16
3384,2056,27
3385,2056,26
3386,2057,18
3387,2057,11
3388,2058,16
3389,2058,27
3390,2059,12
3391,2060,18
3392,2060,11
3393,2061,24
3394,2062,24
3395,2063,4
3396,2063,5
3397,2063,20
3398,2064,10
3399,2065,16
3400,2066,10
3401,2067,19
3402,2067,21
3403,2068,28
3404,2069,2
3405,2070,10
3406,2071,24
3407,2072,10
3408,2073,10
3409,2074,19
3410,2074,21
3411,2075,8
3412,2075,21
3413,2076,4
3414,2076,5
3415,2077,28
3416,2078,8
3417,2079,24
3418,2080,4
3419,2080,5
3420,2080,21
3421,2081,22
3422,2082,10
3423,2083,18
3424,2083,11
3425,2083,17
3426,2084,16
3427,2084,27
3428,2085,24
3429,2086,19
3430,2087,16
3431,2087,27
3432,2087,26
3433,2088,16
3434,2089,4
3435,2089,5
3436,2089,21
3437,2090,4
3438,2091,10
3439,2092,22
3440,2093,8
3441,2094,24
3442,2094,25
3443,2095,26
3444,2096,16
3445,2096,27
3446,2096,26
3447,2097,16
3448,2097,27
3449,2097,26
3450,2098,16
3451,2098,27
3452,2099,16
3453,2100,22
3454,2101,16
3455,2101,14
3456,2102,29
3457,2103,18
3458,2103,11
3459,2104,16
3460,2104,14
3461,2105,16
3462,2105,15
3463,2106,12
3464,2106,21
3465,2107,6
3466,2107,20
3467,2108,10
3468,2109,10
3469,2110,18
3470,2110,11
3471,2110,17
3472,2111,2
3473,2112,16
3474,2112,27
3475,2113,16
3476,2113,14
3477,2113,27
3478,2114,16
3479,2115,16
3480,2116,6
3481,2117,24
3482,2118,26
3483,2118,20
3484,2119,10
3485,2120,10
3486,2121,28
3487,2122,18
3488,2122,11
3489,2122,17
3490,2123,29
3491,2124,16
3492,2124,15
3493,2124,27
3494,2125,16
3495,2125,27
3496,2126,4
3497,2127,16
3498,2127,27
3499,2128,4
3500,2128,5
3501,2128,20
3502,2129,6
3503,2129,21
3504,2130,16
3505,2130,27
3506,2131,26
3507,2131,20
3508,2132,10
3509,2133,16
3510,2133,27
3511,2134,4
3512,2134,21
3513,2135,19
3514,2135,21
3515,2136,24
3516,2136,25
3517,2137,16
3518,2137,27
3519,2138,16
3520,2138,27
3521,2139,10
3522,2139,21
3523,2140,16
3524,2140,27
3525,2141,18
3526,2141,11
3527,2141,17
3528,2142,8
3529,2142,21
3530,2143,8
3531,2143,21
3532,2144,26
3533,2145,24
3534,2145,25
3535,2146,4
3536,2147,29
3537,2148,16
3538,2148,27
3539,2149,24
3540,2150,2
3541,2150,5
3542,2151,16
3543,2151,14
3544,2152,7
3545,2152,21
3546,2153,16
3547,2154,16
3548,2154,27
3549,2155,16
3550,2156,16
3551,2156,14
3552,2157,16
3553,2158,4
3554,2158,5
3555,2158,20
3556,2159,16
3557,2159,27
3558,2160,8
3559,2160,21
3560,2161,10
3561,2161,12
3562,2161,21
3563,2162,22
3564,2163,26
3565,2164,16
3566,2164,14
3567,2165,16
3568,2165,27
3569,2166,19
3570,2166,20
3571,2166,21
3572,2167,4
3573,2167,21
3574,2168,7
3575,2169,10
3576,2170,10
3577,2171,16
3578,2171,27
3579,2172,23
3580,2172,22
3581,2173,6
3582,2173,21
3583,2174,28
3584,2175,6
3585,2175,20
3586,2176,10
3587,2176,12
3588,2176,21
3589,2177,10
3590,2178,26
3591,2179,19
3592,2179,20
3593,2180,26
3594,2181,16
3595,2181,14
3596,2181,27
3597,2182,18
3598,2182,11
3599,2182,17
3600,2183,26
3601,2183,20
3602,2183,21
3603,2184,16
3604,2184,27
3605,2184,26
3606,2185,16
3607,2185,27
3608,2186,16
3609,2186,14
3610,2187,16
3611,2187,27
3612,2188,16
3613,2188,27
3614,2189,4
3615,2189,5
3616,2189,20
3617,2190,19
3618,2191,10
3619,2191,12
3620,2192,10
3621,2193,29
3622,2194,23
3623,2194,4
3624,2195,18
3625,2195,11
3626,2195,17
3627,2196,16
3628,2196,15
3629,2197,24
3630,2198,4
3631,2198,5
3632,2198,21
3633,2199,29
3634,2200,6
3635,2200,21
3636,2201,18
3637,2201,11
3638,2202,16
3639,2202,27
3640,2203,16
3641,2204,10
3642,2204,21
3643,2205,1
3644,2206,4
3645,2206,5
3646,2207,6
3647,2207,21
3648,2208,16
3649,2209,1
3650,2210,24
3651,2211,4
3652,2212,18
3653,2212,11
3654,2213,16
3655,2213,27
3656,2213,26
3657,2214,29
3658,2215,10
3659,2215,12
3660,2216,16
3661,2216,14
3662,2217,24
3663,2218,4
3664,2218,5
3665,2219,12
3666,2220,29
3667,2221,4
3668,2221,5
3669,2221,20
3670,2222,2
3671,2222,5
3672,2223,6
3673,2224,10
3674,2225,28
3675,2226,19
3676,2226,21
3677,2227,12
3678,2227,13
3679,2227,21
3680,2228,16
3681,2228,27
3682,2229,10
3683,2230,4
3684,2230,20
3685,2230,21
3686,2231,16
3687,2231,27
3688,2232,1
3689,2233,12
3690,2233,21
3691,2234,23
3692,2234,4
3693,2235,16
3694,2235,14
3695,2235,15
3696,2236,16
3697,2236,27
3698,2236,26
3699,2237,16
3700,2237,14
3701,2238,18
3702,2238,11
3703,2239,7
3704,2240,4
3705,2240,5
3706,2241,18
3707,2241,11
3708,2241,17
3709,2242,16
3710,2243,2
3711,2243,21
3712,2244,19
3713,2245,19
3714,2245,20
3715,2246,16
3716,2246,27
3717,2246,26
3718,2247,16
3719,2247,27
3720,2248,26
3721,2249,6
3722,2249,21
3723,2250,16
3724,2251,6
3725,2252,24
3726,2253,4
3727,2254,16
3728,2255,16
3729,2256,28
3730,2257,4
3731,2257,5
3732,2258,8
3733,2258,21
3734,2259,10
3735,2260,16
3736,2260,27
3737,2260,26
3738,2261,29
3739,2262,4
3740,2262,5
3741,2263,4
3742,2263,5
3743,2263,21
3744,2264,16
3745,2265,10
3746,2266,16
3747,2266,27
3748,2267,10
3749,2268,2
3750,2269,29
3751,2270,16
3752,2270,14
3753,2271,19
3754,2271,20
3755,2272,8
3756,2273,1
3757,2274,16
3758,2274,27
3759,2275,10
3760,2276,10
3761,2276,21
3762,2277,1
3763,2278,10
3764,2279,24
3765,2280,24
3766,2281,12
3767,2281,13
3768,2282,10
3769,2283,16
3770,2284,28
3771,2285,16
3772,2285,27
3773,2286,16
3774,2287,16
3775,2287,27
3776,2287,26
3777,2288,28
3778,2289,10
3779,2289,21
3780,2290,10
3781,2290,12
3782,2290,21
3783,2291,26
3784,2291,20
3785,2292,16
3786,2292,14
3787,2293,16
3788,2294,12
3789,2295,26
3790,2295,21
3791,2296,10
3792,2297,16
3793,2297,15
3794,2298,26
3795,2298,21
3796,2299,29
3797,2300,29
3798,2301,10
3799,2302,4
3800,2303,28
3801,2304,28
3802,2305,18
3803,2305,11
3804,2306,28
3805,2307,28
3806,2308,22
3807,2309,24
3808,2310,10
3809,2311,16
3810,2311,14
3811,2312,26
3812,2312,21
3813,2313,10
3814,2314,29
3815,2315,16
3816,2315,27
3817,2315,26
3818,2316,4
3819,2316,5
3820,2316,21
3821,2317,29
3822,2318,8
